Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,company_name,ticker
2018-01-18 00:00:00-05:00,42.196978374734435,42.36871422042748,41.93349835563262,42.17110061645508,124773600,0.0,0.0,APPLE,AAPL
2018-01-19 00:00:00-05:00,42.01819256519389,42.24638638379699,41.73589200712557,41.982906341552734,129700400,0.0,0.0,APPLE,AAPL
2018-01-22 00:00:00-05:00,41.710007024464254,41.822926510210245,41.54533202657515,41.63943099975586,108434400,0.0,0.0,APPLE,AAPL
2018-01-23 00:00:00-05:00,41.710009424678674,42.21344649842191,41.5970899324347,41.648841857910156,130756400,0.0,0.0,APPLE,AAPL
2018-01-24 00:00:00-05:00,41.6982497136897,41.710012984429575,40.745482218099276,40.98543930053711,204420400,0.0,0.0,APPLE,AAPL
2018-01-25 00:00:00-05:00,41.05365141622734,41.15716243233177,40.11735342539758,40.25379943847656,166116000,0.0,0.0,APPLE,AAPL
2018-01-26 00:00:00-05:00,40.46317468053383,40.46317468053383,40.0067871359566,40.347900390625,156572000,0.0,0.0,APPLE,AAPL
2018-01-29 00:00:00-05:00,40.0303232465739,40.0303232465739,39.303398296089576,39.51277160644531,202561600,0.0,0.0,APPLE,AAPL
2018-01-30 00:00:00-05:00,38.941106984847075,39.373968066064506,38.74584817774823,39.279869079589844,184192800,0.0,0.0,APPLE,AAPL
2018-01-31 00:00:00-05:00,39.256348190426905,39.625694124294576,39.16930643592293,39.38808822631836,129915600,0.0,0.0,APPLE,AAPL
2018-02-01 00:00:00-05:00,39.32691375264991,39.668027023869165,39.23045997006537,39.47041702270508,188923200,0.0,0.0,APPLE,AAPL
2018-02-02 00:00:00-05:00,39.051670252719774,39.23987179114396,37.663690637427194,37.757789611816406,346375200,0.0,0.0,APPLE,AAPL
2018-02-05 00:00:00-05:00,37.42843548964409,38.552934981084,36.6991559546864,36.814430236816406,290954000,0.0,0.0,APPLE,AAPL
2018-02-06 00:00:00-05:00,36.42392351571542,38.51530537965572,36.22866469730355,38.35298156738281,272975200,0.0,0.0,APPLE,AAPL
2018-02-07 00:00:00-05:00,38.36708217249761,38.44000940329599,37.42137580004457,37.53194046020508,206434400,0.0,0.0,APPLE,AAPL
2018-02-08 00:00:00-05:00,37.70839310613989,37.87542294827551,36.47097374805283,36.499202728271484,217562000,0.0,0.0,APPLE,AAPL
2018-02-09 00:00:00-05:00,37.10154017076922,37.295230672689506,35.48822397108104,36.945640563964844,282690400,0.1575,0.0,APPLE,AAPL
2018-02-12 00:00:00-05:00,37.43932625898602,38.71249941788056,37.20547680373834,38.433773040771484,243278000,0.0,0.0,APPLE,AAPL
2018-02-13 00:00:00-05:00,38.254240581243764,38.915629851935705,38.18337680147649,38.818782806396484,130196800,0.0,0.0,APPLE,AAPL
2018-02-14 00:00:00-05:00,38.51170952093217,39.57465542365955,38.47391862808923,39.53450012207031,162579600,0.0,0.0,APPLE,AAPL
2018-02-15 00:00:00-05:00,40.10612781166872,40.88562218357589,39.91952334169499,40.862003326416016,204588800,0.0,0.0,APPLE,AAPL
2018-02-16 00:00:00-05:00,40.71318823036877,41.29426687991034,40.57382508419386,40.72972106933594,160704400,0.0,0.0,APPLE,AAPL
2018-02-20 00:00:00-05:00,40.639965165037744,41.16198768265657,40.49115158737334,40.59272384643555,135722000,0.0,0.0,APPLE,AAPL
2018-02-21 00:00:00-05:00,40.8242025542854,41.12891207606295,40.39429833125114,40.40847396850586,149886400,0.0,0.0,APPLE,AAPL
2018-02-22 00:00:00-05:00,40.58091516902778,41.08876568344759,40.559657114961496,40.74626159667969,123967600,0.0,0.0,APPLE,AAPL
2018-02-23 00:00:00-05:00,41.02263364463977,41.49032892998072,40.99192515879961,41.454898834228516,135249600,0.0,0.0,APPLE,AAPL
2018-02-26 00:00:00-05:00,41.655674133314726,42.37375162303299,41.62260484637274,42.27454376220703,152648800,0.0,0.0,APPLE,AAPL
2018-02-27 00:00:00-05:00,42.30524591379088,42.63121352078833,42.08320776142884,42.137535095214844,155712400,0.0,0.0,APPLE,AAPL
2018-02-28 00:00:00-05:00,42.34304431768956,42.66429037303296,42.05723195923585,42.07376480102539,151128400,0.0,0.0,APPLE,AAPL
2018-03-01 00:00:00-05:00,42.172959088293304,42.465860975259645,40.78404584096212,41.33677673339844,195208000,0.0,0.0,APPLE,AAPL
2018-03-02 00:00:00-05:00,40.8171154338492,41.64385097491098,40.73444043803066,41.62259292602539,153816000,0.0,0.0,APPLE,AAPL
2018-03-05 00:00:00-05:00,41.386394514270094,41.98400608660226,41.2234088846737,41.766693115234375,113605600,0.0,0.0,APPLE,AAPL
2018-03-06 00:00:00-05:00,42.0241526745202,42.10446326818097,41.60369885561242,41.73125076293945,95154000,0.0,0.0,APPLE,AAPL
2018-03-07 00:00:00-05:00,41.322610204063,41.53756233673037,41.16434981314963,41.343868255615234,126814000,0.0,0.0,APPLE,AAPL
2018-03-08 00:00:00-05:00,41.450160247241016,41.83754478770939,41.35331681533483,41.79502868652344,95096400,0.0,0.0,APPLE,AAPL
2018-03-09 00:00:00-05:00,42.035976645673514,42.51784395797975,41.90133507641775,42.513118743896484,128740800,0.0,0.0,APPLE,AAPL
2018-03-12 00:00:00-04:00,42.58633936479425,43.08238227301335,42.5674457187907,42.92412185668945,128828400,0.0,0.0,APPLE,AAPL
2018-03-13 00:00:00-04:00,43.12961938511583,43.34457153130684,42.33831738076447,42.51074981689453,126774000,0.0,0.0,APPLE,AAPL
